Customer_ID,Age,Gender,Nationality,City,City_Tier,Marital_Status,Education,Employment_Status,Monthly_Income_AED,Has_Credit_Card,Has_Loyalty_Card,Shopping_Frequency,Preferred_Channel,Preferred_Category,Avg_Monthly_Purchases,Avg_Basket_Size_AED,Returns_Per_Year,Discount_Seeker,Social_Media_Hours_Daily,Primary_Social_Platform,Responds_To_Influencer_Ads,Clicks_Email_Campaigns,App_Sessions_Per_Week,Last_Online_Purchase_Days,Brand_Loyalty_Score,NPS_Score,Customer_Tenure_Months,Support_Tickets_Last_Year,Referrals_Made,Shops_During_Ramadan,Shops_During_DSF,Prefers_Arabic_Content,Uses_Buy_Now_Pay_Later,Will_Buy,Max_Spend,Customer_Lifetime_Value_AED,Churn_Risk_Score,Device_Type,Preferred_Payment
UAE00558,47,Male,Indian,Ajman,Tier 3,Divorced,High School,Self-Employed,22208,1,1,Rarely,Both,Sports,11,2666,1,1,6.0,Instagram,1,1,7,27,4,3,1,7,4,0,1,0,0,1,10249,9394,44.5,Mobile,Credit Card
UAE00559,34,Female,Filipino,Abu Dhabi,Tier 1,Married,Masters,Student,4407,1,0,Monthly,Online,Fashion,14,1824,3,0,7.9,TikTok,1,1,21,149,8,6,89,1,8,1,0,0,0,1,1254,130207,8.9,Desktop,Debit Card
UAE00560,37,Male,Pakistani,Dubai,Tier 1,Single,Masters,Student,776,0,1,Rarely,Online,Groceries,16,623,1,1,7.7,LinkedIn,1,0,17,141,4,2,98,0,7,1,1,0,0,1,2589,338296,25.0,Mobile,Credit Card
UAE00561,42,Female,Lebanese,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,22897,1,1,Rarely,In-Store,Sports,10,2439,4,1,6.5,Twitter X,0,0,11,44,9,4,78,4,0,1,1,0,1,0,13333,866645,11.8,Mobile,Digital Wallet
UAE00562,39,Female,American,Ras Al Khaimah,Tier 3,Married,High School,Employed Full-Time,14322,0,0,Bi-Weekly,Both,Groceries,7,618,9,0,4.5,YouTube,1,0,21,80,1,6,100,6,2,1,1,1,0,0,4316,251766,60.4,Mobile,Cash on Delivery
UAE00563,30,Female,British,Dubai,Tier 1,Single,Masters,Employed Full-Time,11308,1,1,Bi-Weekly,Both,Fashion,16,1013,9,1,5.6,Snapchat,0,0,26,110,10,10,70,2,4,0,0,0,0,1,6643,620013,0.0,Mobile,Cash on Delivery
UAE00564,36,Male,Indian,Dubai,Tier 1,Single,High School,Self-Employed,12516,0,1,Bi-Weekly,Both,Beauty,4,1316,7,0,6.0,Instagram,0,0,25,24,7,8,45,6,7,0,1,0,1,1,6075,91125,8.8,Mobile,Digital Wallet
UAE00565,53,Female,Lebanese,Sharjah,Tier 2,Married,High School,Employed Full-Time,23874,1,1,Weekly,Both,Sports,12,2425,6,1,0.6,Instagram,1,1,17,174,3,8,9,0,6,1,1,0,0,1,10923,98307,41.4,Desktop,BNPL
UAE00566,29,Male,Emirati,Dubai,Tier 1,Divorced,Bachelors,Employed Full-Time,18386,1,1,Bi-Weekly,Online,Groceries,12,2067,4,1,1.3,Instagram,1,0,18,17,10,6,112,2,1,0,0,0,0,1,9115,1020880,0.0,Mobile,Digital Wallet
UAE00567,58,Male,Indian,Dubai,Tier 1,Divorced,High School,Employed Full-Time,17338,0,0,Bi-Weekly,Both,Electronics,2,2055,6,1,5.0,Facebook,0,0,26,5,3,3,1,2,6,1,0,0,0,1,8267,1377,5.3,Mobile,Credit Card
UAE00568,36,Male,Indian,Fujairah,Tier 3,Married,PhD,Employed Full-Time,18709,1,1,Bi-Weekly,In-Store,Luxury,6,202,4,1,0.5,YouTube,0,1,4,38,7,5,73,7,4,0,1,1,1,0,3787,138225,30.8,Desktop,BNPL
UAE00569,29,Female,Emirati,Ajman,Tier 3,Married,Bachelors,Employed Full-Time,14203,0,1,Bi-Weekly,Online,Fashion,15,1328,6,1,7.3,TikTok,0,0,15,59,6,3,24,0,5,1,0,0,0,1,6300,189000,1.5,Desktop,Debit Card
UAE00570,26,Male,Indian,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,8888,1,0,Weekly,In-Store,Beauty,15,778,3,1,4.2,LinkedIn,1,0,16,155,3,2,60,7,7,1,0,0,1,0,5015,376125,53.7,Mobile,Debit Card
UAE00571,24,Male,Jordanian,Fujairah,Tier 3,Single,PhD,Self-Employed,23834,0,1,Bi-Weekly,Both,Sports,16,1497,3,1,2.4,TikTok,1,0,8,105,2,8,103,7,4,0,1,0,1,1,11210,1539506,63.6,Mobile,Digital Wallet
UAE00572,45,Male,Other,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,23088,0,1,Weekly,Both,Fashion,3,2329,9,1,3.5,TikTok,0,0,9,96,6,4,82,6,8,1,1,1,0,0,7203,147661,47.0,Mobile,Credit Card
UAE00573,31,Female,Indian,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,13386,0,0,Weekly,Both,Home and Living,1,1602,3,1,6.9,Snapchat,0,1,18,90,10,7,48,3,0,0,1,0,1,1,6751,27004,1.6,Mobile,Debit Card
UAE00574,48,Female,Indian,Dubai,Tier 1,Married,Masters,Student,3063,1,1,Monthly,Both,Beauty,12,225,7,0,7.5,TikTok,0,0,28,71,7,2,39,5,4,1,0,1,0,0,2249,87711,8.0,Mobile,Cash on Delivery
UAE00575,36,Female,Indian,Dubai,Tier 1,Married,Bachelors,Student,2022,1,0,Weekly,Online,Home and Living,15,2648,0,0,1.4,YouTube,1,1,11,100,9,8,18,5,0,0,0,0,1,0,7035,158287,23.1,Mobile,Credit Card
UAE00576,64,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,15267,0,0,Monthly,Both,Home and Living,19,2095,9,0,6.3,TikTok,0,0,0,55,9,0,105,5,0,1,1,0,0,1,2902,482457,14.4,Mobile,Debit Card
UAE00577,33,Male,Emirati,Ajman,Tier 3,Married,Masters,Employed Full-Time,34911,0,1,Weekly,Online,Luxury,6,2240,4,0,4.8,Instagram,1,1,21,71,9,1,92,3,0,1,1,0,0,1,18030,829380,1.3,Desktop,Digital Wallet
UAE00578,22,Female,Other,Abu Dhabi,Tier 1,Divorced,Masters,Self-Employed,11592,1,1,Bi-Weekly,In-Store,Home and Living,19,2114,9,1,4.9,LinkedIn,1,1,16,171,10,3,52,1,4,1,0,1,0,0,6151,506432,8.0,Mobile,BNPL
UAE00579,52,Male,Indian,Dubai,Tier 1,Single,Masters,Employed Full-Time,30764,1,1,Bi-Weekly,Online,Fashion,17,298,1,0,6.3,YouTube,0,0,2,91,1,1,2,0,8,1,1,1,0,1,4803,13608,44.7,Desktop,BNPL
UAE00580,29,Male,Pakistani,Dubai,Tier 1,Married,Diploma,Employed Full-Time,6904,1,0,Weekly,Both,Electronics,9,850,9,0,2.2,Facebook,0,1,6,166,4,8,101,1,1,1,1,1,0,0,3835,290501,49.3,Mobile,Credit Card
UAE00581,42,Female,Emirati,Ajman,Tier 3,Married,Masters,Employed Full-Time,16097,0,1,Bi-Weekly,Online,Electronics,13,1049,3,1,4.5,Instagram,1,1,19,112,4,6,105,5,5,1,1,0,0,1,7280,828100,38.9,Tablet,Debit Card
UAE00582,38,Female,Jordanian,Dubai,Tier 1,Single,Masters,Employed Full-Time,16458,1,0,Monthly,Online,Travel,15,2243,4,1,2.9,Instagram,0,0,8,88,10,1,36,3,4,0,0,0,1,1,5659,254655,7.7,Desktop,Digital Wallet
UAE00583,53,Female,American,Abu Dhabi,Tier 1,Divorced,Masters,Employed Part-Time,19151,1,0,Weekly,In-Store,Food and Dining,16,975,7,1,1.2,Instagram,1,0,22,61,8,10,48,0,6,1,1,0,0,1,5116,327424,0.0,Desktop,BNPL
UAE00584,40,Female,Other,Dubai,Tier 1,Married,High School,Student,2221,0,0,Weekly,Online,Electronics,13,2824,1,1,1.3,Instagram,1,1,4,173,3,10,117,7,6,1,1,0,1,0,2435,308636,80.7,Desktop,BNPL
UAE00585,33,Female,Lebanese,Dubai,Tier 1,Single,Bachelors,Self-Employed,24700,0,0,Bi-Weekly,Online,Beauty,2,2262,1,1,1.5,YouTube,0,0,8,108,1,3,88,0,2,0,1,1,1,0,10441,153134,48.7,Tablet,Credit Card
UAE00586,56,Male,Indian,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,16488,0,0,Weekly,In-Store,Fashion,2,1184,1,0,5.1,Instagram,1,0,18,157,3,5,35,0,5,0,0,0,1,0,6584,38406,33.9,Mobile,Credit Card
UAE00587,62,Female,Indian,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,23108,1,0,Monthly,Online,Food and Dining,11,696,7,0,1.3,TikTok,1,1,10,34,6,1,70,7,2,1,1,1,1,1,4630,297091,32.1,Mobile,Cash on Delivery
UAE00588,59,Female,British,Dubai,Tier 1,Married,Bachelors,Employed Part-Time,12121,1,1,Monthly,Online,Fashion,16,2765,2,1,4.8,Facebook,1,0,13,149,7,8,81,1,1,1,1,0,1,0,5421,585468,15.7,Mobile,Debit Card
UAE00589,56,Male,Indian,Dubai,Tier 1,Divorced,Bachelors,Employed Full-Time,22642,0,0,Weekly,Online,Beauty,17,403,4,0,4.9,LinkedIn,0,0,13,45,9,2,94,2,4,1,1,0,1,1,7459,993290,6.7,Desktop,BNPL
UAE00590,31,Female,Filipino,Sharjah,Tier 2,Single,Bachelors,Employed Full-Time,24246,0,0,Bi-Weekly,Online,Fashion,3,1347,1,1,7.3,Instagram,1,0,7,129,5,1,115,2,3,1,0,1,0,1,7294,209702,32.6,Desktop,Credit Card
UAE00591,48,Female,Emirati,Dubai,Tier 1,Single,Bachelors,Self-Employed,7646,0,1,Bi-Weekly,In-Store,Groceries,1,992,5,0,5.2,TikTok,0,0,23,138,5,3,72,5,3,1,1,1,1,1,5145,30870,31.2,Mobile,BNPL
UAE00592,22,Female,Emirati,Abu Dhabi,Tier 1,Single,Masters,Student,4441,0,1,Bi-Weekly,Both,Fashion,18,1352,9,0,7.9,Instagram,0,1,19,94,3,4,42,2,3,0,1,0,1,0,4400,277200,29.0,Mobile,Cash on Delivery
UAE00593,52,Female,Filipino,Fujairah,Tier 3,Single,PhD,Employed Full-Time,43259,1,0,Weekly,In-Store,Beauty,14,575,5,0,0.7,Instagram,1,1,0,28,3,3,74,6,7,1,1,0,0,1,9549,824397,58.2,Mobile,BNPL
UAE00594,40,Female,Filipino,Dubai,Tier 1,Single,Masters,Student,933,0,1,Bi-Weekly,Online,Groceries,9,1608,1,0,5.8,TikTok,0,0,3,106,9,2,80,0,0,1,0,0,1,1,3015,180900,14.3,Tablet,Credit Card
UAE00595,46,Female,American,Ras Al Khaimah,Tier 3,Married,Masters,Employed Full-Time,19260,1,1,Daily,In-Store,Groceries,9,559,3,1,0.7,Snapchat,0,1,15,30,3,2,38,3,2,1,0,0,1,1,3673,104680,37.2,Mobile,BNPL
UAE00596,60,Male,Indian,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,21655,1,1,Weekly,In-Store,Electronics,12,1587,1,0,6.0,Instagram,0,0,24,28,3,2,26,7,8,1,0,0,0,1,6510,169260,32.2,Mobile,Digital Wallet
UAE00597,28,Female,Filipino,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,12989,0,0,Bi-Weekly,In-Store,Beauty,3,227,9,0,3.4,TikTok,1,1,25,157,9,2,31,1,2,0,1,1,0,1,4388,34007,0.0,Mobile,Debit Card
UAE00598,35,Male,Indian,Dubai,Tier 1,Single,Bachelors,Self-Employed,15326,1,1,Weekly,Online,Travel,2,2426,3,0,5.1,Instagram,1,1,0,31,4,5,52,1,0,0,1,1,0,1,5341,46288,31.2,Mobile,Digital Wallet
UAE00599,64,Male,Emirati,Fujairah,Tier 3,Single,Bachelors,Self-Employed,7463,1,0,Weekly,Online,Sports,1,850,6,0,2.8,YouTube,0,1,18,107,6,3,60,3,4,1,1,0,1,1,2946,14730,19.5,Desktop,BNPL
UAE00600,29,Male,Pakistani,Dubai,Tier 1,Married,High School,Self-Employed,18388,1,1,Weekly,Online,Sports,9,2785,4,0,1.7,Snapchat,1,0,23,83,1,6,8,2,3,1,1,1,0,1,4022,24132,38.2,Desktop,Digital Wallet
UAE00601,26,Male,Indian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,18075,1,1,Weekly,Online,Groceries,13,1469,9,0,5.9,LinkedIn,1,0,2,109,2,6,61,5,9,1,0,0,1,0,8426,556818,67.7,Desktop,BNPL
UAE00602,27,Male,Indian,Fujairah,Tier 3,Married,Masters,Employed Full-Time,13435,0,1,Daily,Online,Sports,16,987,3,0,7.3,Instagram,0,1,1,31,3,3,35,4,7,1,1,0,1,0,5458,254706,44.5,Mobile,Credit Card
UAE00603,61,Female,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Part-Time,8941,0,0,Weekly,In-Store,Beauty,19,2070,9,0,1.9,Twitter X,1,0,16,41,2,0,34,3,8,1,1,0,0,0,6740,362836,41.4,Mobile,Debit Card
UAE00604,34,Female,Indian,Abu Dhabi,Tier 1,Single,Diploma,Employed Full-Time,20010,1,0,Weekly,In-Store,Fashion,10,2832,9,1,7.4,TikTok,0,1,24,64,10,8,10,2,9,0,0,0,0,1,13089,109075,0.0,Mobile,Credit Card
UAE00605,55,Female,Emirati,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,4897,1,0,Monthly,Both,Groceries,5,2394,2,1,1.6,Instagram,0,1,10,122,3,6,40,0,4,1,0,0,1,0,5913,98550,39.3,Desktop,Digital Wallet
UAE00606,24,Male,Emirati,Sharjah,Tier 2,Single,Bachelors,Unemployed,1486,1,0,Daily,In-Store,Electronics,14,2024,5,0,6.0,Twitter X,0,1,25,170,5,5,108,3,0,0,0,1,0,1,3096,390096,35.4,Mobile,Digital Wallet
UAE00607,63,Female,Indian,Dubai,Tier 1,Married,Bachelors,Self-Employed,4605,1,1,Monthly,In-Store,Electronics,15,1568,1,1,7.7,Twitter X,0,0,2,44,1,4,52,7,3,1,0,0,0,0,3377,219504,64.5,Mobile,BNPL
UAE00608,30,Female,Emirati,Dubai,Tier 1,Single,Masters,Employed Full-Time,17444,0,0,Weekly,Online,Electronics,3,2719,3,0,1.6,YouTube,0,0,6,159,1,8,12,2,2,1,1,0,1,0,8229,24687,54.7,Mobile,Debit Card
UAE00609,57,Female,Egyptian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,8547,1,1,Monthly,Online,Fashion,9,1308,7,1,3.8,Twitter X,0,0,9,116,7,8,105,1,5,1,0,1,1,1,5098,401467,11.7,Tablet,Credit Card
UAE00610,59,Male,Indian,Dubai,Tier 1,Single,High School,Employed Full-Time,12652,0,1,Daily,In-Store,Groceries,1,1292,1,1,3.0,Instagram,0,1,2,139,9,9,27,4,1,0,1,1,0,0,6260,14085,36.4,Mobile,Digital Wallet
UAE00611,26,Male,Indian,Ras Al Khaimah,Tier 3,Married,Bachelors,Self-Employed,21158,1,0,Rarely,In-Store,Sports,1,1290,8,0,3.4,TikTok,1,0,28,36,9,10,19,4,4,1,1,0,1,1,7898,12505,0.0,Desktop,Debit Card
UAE00612,44,Male,Indian,Ajman,Tier 3,Married,PhD,Student,2271,1,0,Monthly,Both,Beauty,19,2803,1,1,6.1,TikTok,0,0,7,108,7,5,57,4,7,1,1,0,0,1,6650,600162,30.5,Mobile,Credit Card
UAE00613,19,Male,Egyptian,Sharjah,Tier 2,Married,Bachelors,Self-Employed,20333,1,1,Weekly,Both,Travel,6,1748,7,1,5.5,Instagram,0,1,24,32,2,7,90,7,4,1,1,0,0,0,9086,408870,41.6,Mobile,BNPL
UAE00614,22,Male,Other,Sharjah,Tier 2,Married,PhD,Employed Full-Time,31333,1,0,Weekly,Online,Fashion,11,2725,7,1,7.8,Twitter X,0,1,27,104,7,6,54,2,4,1,1,1,1,1,15132,749034,0.0,Mobile,Credit Card
UAE00615,46,Female,American,Abu Dhabi,Tier 1,Divorced,Masters,Employed Full-Time,27371,0,0,Bi-Weekly,Online,Fashion,18,1913,6,0,1.9,Snapchat,0,0,23,167,9,0,15,2,7,1,1,0,0,1,6111,137497,16.9,Mobile,Debit Card
UAE00616,54,Male,American,Dubai,Tier 1,Married,High School,Unemployed,1505,1,1,Rarely,In-Store,Food and Dining,14,2770,9,0,4.6,YouTube,1,1,4,67,7,1,95,7,4,1,0,1,0,0,4244,470376,39.3,Mobile,Debit Card
UAE00617,55,Male,Pakistani,Sharjah,Tier 2,Single,Masters,Unemployed,1722,1,1,Bi-Weekly,In-Store,Groceries,16,469,5,0,3.9,Snapchat,1,0,26,92,2,8,110,0,3,0,0,0,0,1,961,140946,23.7,Mobile,Credit Card
UAE00618,36,Male,British,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,14886,0,0,Bi-Weekly,Online,Luxury,1,702,0,1,7.4,Snapchat,1,1,9,25,7,9,37,4,9,1,0,0,1,1,4249,13101,24.1,Mobile,Cash on Delivery
UAE00619,25,Male,Filipino,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,19930,1,0,Weekly,In-Store,Beauty,10,2921,1,0,0.6,Instagram,1,0,11,28,4,3,61,6,8,0,0,0,1,0,8757,445147,42.2,Tablet,Credit Card
UAE00620,62,Male,Indian,Sharjah,Tier 2,Married,Masters,Employed Full-Time,14434,1,1,Weekly,Online,Beauty,10,2810,6,1,7.9,Instagram,1,1,17,147,8,10,18,1,1,0,0,1,0,0,3102,46530,11.8,Mobile,Credit Card
UAE00621,18,Male,Indian,Abu Dhabi,Tier 1,Single,Masters,Student,3518,0,0,Weekly,In-Store,Fashion,13,2964,3,1,4.1,LinkedIn,0,1,5,157,3,2,93,7,0,1,1,1,0,0,3206,323004,62.7,Desktop,Credit Card
UAE00622,39,Male,Indian,Ajman,Tier 3,Single,Bachelors,Self-Employed,9378,1,1,Weekly,Online,Travel,1,863,8,1,5.2,YouTube,0,0,7,178,5,1,44,5,3,1,1,1,0,0,4789,17559,53.2,Mobile,Digital Wallet
UAE00623,34,Female,Other,Dubai,Tier 1,Divorced,PhD,Self-Employed,33735,0,1,Daily,In-Store,Electronics,3,917,2,1,3.2,TikTok,1,0,17,19,3,7,91,4,9,1,1,0,0,1,8550,194512,41.3,Desktop,Debit Card
UAE00624,24,Female,Filipino,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,24161,1,0,Daily,Both,Fashion,14,162,3,1,6.9,Twitter X,0,0,5,56,7,6,102,3,2,1,1,1,0,1,7405,881195,31.3,Mobile,BNPL
UAE00625,42,Male,American,Dubai,Tier 1,Married,PhD,Employed Full-Time,32673,1,1,Monthly,Both,Sports,16,223,2,1,4.7,Snapchat,1,1,22,146,3,8,84,3,8,1,0,1,0,1,6707,751184,44.6,Mobile,Credit Card
UAE00626,62,Male,Indian,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,18176,1,0,Monthly,Both,Beauty,6,1060,6,1,5.5,YouTube,0,1,29,173,10,2,21,1,2,0,1,0,1,1,8993,94426,0.0,Mobile,Credit Card
UAE00627,21,Female,Pakistani,Sharjah,Tier 2,Married,PhD,Student,4346,1,0,Weekly,In-Store,Travel,1,2171,1,0,5.4,Instagram,0,0,8,113,5,0,29,7,2,1,1,0,1,0,3982,9623,44.4,Mobile,Debit Card
UAE00628,53,Male,Indian,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,7727,1,0,Monthly,In-Store,Electronics,5,686,9,1,3.2,Snapchat,0,0,15,88,1,8,107,2,9,1,1,0,0,1,2789,124342,44.2,Mobile,Digital Wallet
UAE00629,23,Male,Indian,Dubai,Tier 1,Married,High School,Self-Employed,24380,1,0,Weekly,In-Store,Home and Living,8,1609,1,0,1.1,TikTok,1,0,10,102,4,4,15,5,6,1,1,0,1,1,9668,96680,45.5,Desktop,Digital Wallet
UAE00630,48,Female,Jordanian,Dubai,Tier 1,Single,Masters,Employed Full-Time,12815,0,0,Weekly,Online,Beauty,12,81,1,0,6.6,Snapchat,0,0,24,126,6,4,86,6,1,0,0,1,0,0,1978,170108,32.1,Desktop,Credit Card
UAE00631,36,Male,Filipino,Dubai,Tier 1,Married,Masters,Student,4214,0,0,Monthly,Online,Fashion,1,546,3,1,2.7,Instagram,0,0,29,82,2,2,87,4,7,1,1,0,0,1,2465,17871,22.7,Desktop,BNPL
UAE00632,61,Female,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,19468,1,1,Monthly,Online,Sports,13,2292,7,1,6.9,TikTok,0,0,1,41,6,7,68,5,5,1,0,0,1,0,7195,530031,45.7,Desktop,Digital Wallet
UAE00633,56,Female,Lebanese,Ras Al Khaimah,Tier 3,Married,Bachelors,Employed Full-Time,8345,1,0,Monthly,Both,Groceries,9,577,7,0,5.1,Snapchat,0,1,16,126,10,7,88,3,8,1,0,0,1,1,3301,217866,4.8,Mobile,Debit Card
UAE00634,44,Male,Indian,Dubai,Tier 1,Married,High School,Student,3617,1,1,Daily,In-Store,Beauty,8,2538,7,0,3.2,Instagram,1,0,12,13,7,0,64,1,7,1,1,1,0,1,6638,283221,5.2,Mobile,Digital Wallet
UAE00635,27,Male,Other,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,17052,0,1,Weekly,Online,Food and Dining,13,1562,7,0,5.0,Facebook,1,0,6,99,8,3,14,6,3,0,0,1,1,0,5408,82021,26.8,Mobile,Credit Card
UAE00636,43,Female,Indian,Ajman,Tier 3,Single,Bachelors,Employed Full-Time,23098,1,0,Bi-Weekly,Both,Beauty,2,1570,6,0,5.3,Facebook,1,0,21,83,3,5,37,6,7,1,0,1,1,1,5967,36796,32.0,Mobile,Cash on Delivery
UAE00637,36,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,11046,1,1,Weekly,In-Store,Luxury,15,2821,5,1,5.8,LinkedIn,0,1,9,24,10,8,119,0,3,1,1,0,0,1,7880,1172150,0.0,Mobile,Digital Wallet
UAE00638,56,Male,Indian,Abu Dhabi,Tier 1,Single,Bachelors,Student,3029,1,1,Daily,Both,Luxury,14,1693,6,1,6.7,TikTok,0,1,25,161,3,1,54,3,4,1,0,0,1,1,2039,128457,35.5,Mobile,Cash on Delivery
UAE00639,20,Female,Indian,Sharjah,Tier 2,Married,Diploma,Student,1423,0,0,Bi-Weekly,In-Store,Home and Living,19,73,4,0,1.7,Instagram,1,0,12,97,5,6,59,3,9,0,1,0,1,0,2279,212896,25.3,Mobile,BNPL
UAE00640,62,Female,Indian,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,13853,1,1,Weekly,Online,Travel,9,2387,7,0,7.6,TikTok,1,0,9,73,3,9,59,4,6,1,0,0,0,0,3955,175008,38.8,Mobile,Debit Card
UAE00641,30,Male,Egyptian,Dubai,Tier 1,Single,Masters,Self-Employed,11759,1,0,Weekly,Online,Fashion,19,2993,1,0,3.6,Instagram,0,0,27,3,9,0,85,2,5,1,1,0,1,1,6978,939122,0.0,Desktop,Cash on Delivery
UAE00642,45,Female,Other,Dubai,Tier 1,Single,PhD,Self-Employed,33989,1,1,Weekly,Both,Luxury,14,2405,4,0,7.0,Facebook,0,0,3,3,7,9,55,3,4,0,0,1,0,1,12380,794383,29.6,Desktop,Credit Card
UAE00643,37,Male,Lebanese,Fujairah,Tier 3,Married,Bachelors,Self-Employed,19498,0,0,Daily,Online,Groceries,8,353,6,1,2.2,Instagram,1,0,26,30,5,3,43,3,1,1,1,1,1,1,5697,163314,9.7,Mobile,Debit Card
UAE00644,45,Female,Indian,Ras Al Khaimah,Tier 3,Married,High School,Employed Full-Time,11684,0,1,Weekly,In-Store,Luxury,5,680,8,0,0.7,TikTok,1,1,10,146,5,9,52,6,4,1,0,0,0,1,4731,102505,40.1,Tablet,Digital Wallet
UAE00645,25,Female,Filipino,Sharjah,Tier 2,Married,High School,Employed Full-Time,19543,0,0,Bi-Weekly,In-Store,Beauty,7,1766,9,0,4.8,Instagram,0,1,8,171,1,10,39,4,9,1,1,0,1,0,8949,203589,64.9,Tablet,Digital Wallet
UAE00646,58,Female,Emirati,Dubai,Tier 1,Single,Masters,Self-Employed,23667,0,1,Weekly,Both,Travel,4,87,0,1,2.9,Instagram,1,0,15,66,9,6,77,2,6,1,1,0,1,1,7911,203049,1.2,Mobile,Cash on Delivery
UAE00647,56,Male,Emirati,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,10505,1,0,Monthly,In-Store,Travel,8,2483,8,1,7.9,YouTube,0,0,16,27,2,2,19,7,5,1,0,0,0,1,7006,88742,34.2,Mobile,Credit Card
UAE00648,18,Female,Egyptian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,10387,1,1,Weekly,In-Store,Home and Living,4,794,2,0,1.3,YouTube,0,0,22,100,7,2,56,5,5,0,0,0,0,0,4794,89488,17.7,Mobile,Digital Wallet
UAE00649,20,Male,Filipino,Dubai,Tier 1,Married,Bachelors,Self-Employed,15291,0,1,Monthly,Online,Beauty,1,1654,0,0,0.9,Snapchat,0,0,4,105,7,3,90,0,4,1,0,0,1,0,4068,30510,20.3,Tablet,Digital Wallet
UAE00650,30,Female,Emirati,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,16806,1,1,Bi-Weekly,Both,Luxury,8,131,6,1,0.8,Instagram,0,0,4,110,2,7,36,5,8,1,1,0,1,0,4553,109272,65.5,Desktop,Credit Card
UAE00651,45,Male,Emirati,Fujairah,Tier 3,Married,Bachelors,Unemployed,669,1,0,Weekly,In-Store,Fashion,7,1191,2,1,2.1,YouTube,1,1,5,19,8,2,52,6,0,1,0,1,1,1,2044,62001,34.1,Mobile,Debit Card
UAE00652,42,Male,Other,Ajman,Tier 3,Single,Diploma,Employed Full-Time,6610,0,0,Weekly,Online,Electronics,11,1894,7,1,4.8,YouTube,0,0,1,16,8,7,44,0,3,0,0,0,0,1,4801,193640,16.2,Mobile,Credit Card
UAE00653,50,Male,Emirati,Sharjah,Tier 2,Married,Bachelors,Unemployed,520,0,1,Weekly,In-Store,Groceries,16,99,1,1,4.3,LinkedIn,0,1,26,26,9,9,46,0,6,1,1,0,0,1,1368,83904,0.0,Mobile,Debit Card
UAE00654,55,Female,Pakistani,Dubai,Tier 1,Married,PhD,Employed Full-Time,32752,0,0,Bi-Weekly,Online,Beauty,17,2766,3,1,3.1,Snapchat,1,1,13,14,2,8,97,0,0,1,0,0,1,1,13232,1818297,22.9,Mobile,Cash on Delivery
UAE00655,23,Female,Pakistani,Dubai,Tier 1,Married,Diploma,Employed Full-Time,8804,0,0,Weekly,Online,Fashion,5,2171,1,0,1.2,Instagram,1,0,10,47,1,7,40,2,3,0,1,1,1,0,5367,89450,58.6,Mobile,BNPL
UAE00656,61,Male,Indian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,5290,1,1,Bi-Weekly,In-Store,Groceries,7,2792,3,0,2.3,Instagram,0,0,18,146,9,7,80,0,5,0,0,0,0,1,2600,121333,1.9,Desktop,Digital Wallet
UAE00657,62,Male,Indian,Sharjah,Tier 2,Single,Bachelors,Self-Employed,14227,0,1,Bi-Weekly,Both,Electronics,10,1179,0,0,1.9,LinkedIn,0,0,10,156,3,8,53,4,9,1,1,0,0,1,2471,109135,52.7,Desktop,Cash on Delivery
UAE00658,49,Female,Indian,Sharjah,Tier 2,Married,Masters,Self-Employed,12092,1,1,Monthly,In-Store,Fashion,13,1672,9,0,6.1,LinkedIn,1,0,24,111,10,3,57,7,7,1,1,1,1,1,5154,318259,8.0,Desktop,Debit Card
UAE00659,62,Male,Lebanese,Dubai,Tier 1,Married,Masters,Employed Full-Time,29351,0,1,Bi-Weekly,In-Store,Fashion,15,2781,4,0,6.3,TikTok,1,1,19,147,2,2,19,4,6,1,0,0,1,1,8266,196317,48.7,Desktop,Digital Wallet
